name,url,min Durability,min Energy_Projection,min Fighting_Skills,min Intelligence,min Speed,min Strength,max Durability,max Energy_Projection,max Fighting_Skills,max Intelligence,max Speed,max Strength
Knull (Earth-616),https://marvel.fandom.com/wiki/Knull_(Earth-616),7.0,6.0,4.0,6.0,7.0,7.0,7.0,6.0,4.0,6.0,7.0,7.0
Kodiak Noatak (Earth-616),https://marvel.fandom.com/wiki/Kodiak_Noatak_(Earth-616),2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
Kondrati Topolov (Earth-616),https://marvel.fandom.com/wiki/Kondrati_Topolov_(Earth-616),2.0,1.0,2.0,5.0,2.0,1.0,6.0,6.0,2.0,5.0,4.0,5.0
Korath-Thak (Earth-616),https://marvel.fandom.com/wiki/Korath-Thak_(Earth-616),3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
Korrek (Earth-616),https://marvel.fandom.com/wiki/Korrek_(Earth-616),2.0,3.0,4.0,2.0,2.0,3.0,7.0,3.0,4.0,2.0,2.0,3.0
Korvus Rook'shir (Earth-616),https://marvel.fandom.com/wiki/Korvus_Rook%27shir_(Earth-616),2.0,1.0,4.0,2.0,2.0,3.0,2.0,7.0,4.0,2.0,2.0,3.0
Krakoa (Earth-616),https://marvel.fandom.com/wiki/Krakoa_(Earth-616),6.0,6.0,1.0,1.0,1.0,7.0,6.0,6.0,1.0,1.0,3.0,7.0
Krang (Earth-616),https://marvel.fandom.com/wiki/Krang_(Earth-616),3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0
Kristine Watson (Earth-616),https://marvel.fandom.com/wiki/Kristine_Watson_(Earth-616),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
Kristoff Vernard (Earth-616),https://marvel.fandom.com/wiki/Kristoff_Vernard_(Earth-616),6.0,6.0,2.0,6.0,5.0,4.0,6.0,6.0,2.0,6.0,5.0,4.0
Kro (Earth-616),https://marvel.fandom.com/wiki/Kro_(Earth-616),4.0,1.0,5.0,4.0,2.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0
Kthara (Earth-616),https://marvel.fandom.com/wiki/Kthara_(Earth-616),6.0,6.0,2.0,4.0,3.0,4.0,6.0,6.0,2.0,4.0,3.0,4.0
Kuan-Yin Xorn (Earth-616),https://marvel.fandom.com/wiki/Kuan-Yin_Xorn_(Earth-616),3.0,6.0,3.0,4.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,2.0
Kukulkán (Ahau) (Earth-616),https://marvel.fandom.com/wiki/Kukulk%C3%A1n_(Ahau)_(Earth-616),6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0
Kulla (Earth-616),https://marvel.fandom.com/wiki/Kulla_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Kurrgo (Earth-616),https://marvel.fandom.com/wiki/Kurrgo_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Kurt Barton (Earth-4040),https://marvel.fandom.com/wiki/Kurt_Barton_(Earth-4040),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Kurt Gerhardt (Earth-616),https://marvel.fandom.com/wiki/Kurt_Gerhardt_(Earth-616),2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
Kurt Wagner (Earth-1610),https://marvel.fandom.com/wiki/Kurt_Wagner_(Earth-1610),2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0
Kurt Wagner (Earth-616),https://marvel.fandom.com/wiki/Kurt_Wagner_(Earth-616),2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,7.0,2.0
Kwaku Anansi (Earth-616),https://marvel.fandom.com/wiki/Kwaku_Anansi_(Earth-616),4.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,7.0,3.0,4.0
Kwannon (Earth-616),https://marvel.fandom.com/wiki/Kwannon_(Earth-616),2.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0
Kyknos (Earth-616),https://marvel.fandom.com/wiki/Kyknos_(Earth-616),3.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0
Kyle Gibney (Earth-295),https://marvel.fandom.com/wiki/Kyle_Gibney_(Earth-295),3.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0
Kyle Gibney (Earth-616),https://marvel.fandom.com/wiki/Kyle_Gibney_(Earth-616),4.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0
Kyle Jinadu (Earth-616),https://marvel.fandom.com/wiki/Kyle_Jinadu_(Earth-616),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
Kyle Richmond (Earth-616),https://marvel.fandom.com/wiki/Kyle_Richmond_(Earth-616),3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
Kyle Richmond (Earth-712),https://marvel.fandom.com/wiki/Kyle_Richmond_(Earth-712),2.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,6.0,3.0,2.0,3.0
Kyllian Boddicker (Earth-616),https://marvel.fandom.com/wiki/Kyllian_Boddicker_(Earth-616),3.0,6.0,3.0,2.0,3.0,3.0,3.0,6.0,3.0,2.0,7.0,3.0
Lady Lotus (Earth-616),https://marvel.fandom.com/wiki/Lady_Lotus_(Earth-616),2.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0
Ladyfair (Earth-616),https://marvel.fandom.com/wiki/Ladyfair_(Earth-616),3.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0
Lagaro (Earth-616),https://marvel.fandom.com/wiki/Lagaro_(Earth-616),3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0
Lambda-Zero (Earth-616),https://marvel.fandom.com/wiki/Lambda-Zero_(Earth-616),7.0,6.0,2.0,3.0,7.0,7.0,7.0,6.0,2.0,3.0,7.0,7.0
Lancaster Sneed (Earth-616),https://marvel.fandom.com/wiki/Lancaster_Sneed_(Earth-616),3.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,4.0
Lance Temple (Outlaw Kid) (Earth-616),https://marvel.fandom.com/wiki/Lance_Temple_(Outlaw_Kid)_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Lancelot Hunter (Earth-616),https://marvel.fandom.com/wiki/Lancelot_Hunter_(Earth-616),2.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0
Lani Ubanu (Earth-616),https://marvel.fandom.com/wiki/Lani_Ubanu_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Larry Ekler (Earth-616),https://marvel.fandom.com/wiki/Larry_Ekler_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Larry Scott (Earth-616),https://marvel.fandom.com/wiki/Larry_Scott_(Earth-616),2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Lash (Earth-616),https://marvel.fandom.com/wiki/Lash_(Earth-616),3.0,6.0,3.0,3.0,2.0,3.0,3.0,6.0,3.0,3.0,7.0,3.0
Laslo Pevely (Earth-616),https://marvel.fandom.com/wiki/Laslo_Pevely_(Earth-616),4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0
Laura Kinney (Earth-30847),https://marvel.fandom.com/wiki/Laura_Kinney_(Earth-30847),4.0,1.0,6.0,2.0,3.0,2.0,4.0,1.0,6.0,2.0,3.0,2.0
Laura Kinney (Earth-616),https://marvel.fandom.com/wiki/Laura_Kinney_(Earth-616),4.0,1.0,6.0,2.0,3.0,2.0,4.0,1.0,6.0,2.0,3.0,2.0
Laurie Collins (Earth-616),https://marvel.fandom.com/wiki/Laurie_Collins_(Earth-616),2.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0
Lavinia LeBlanc (Earth-616),https://marvel.fandom.com/wiki/Lavinia_LeBlanc_(Earth-616),3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0
Lawrence Chesney (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Chesney_(Earth-616),6.0,6.0,2.0,2.0,7.0,4.0,6.0,6.0,2.0,2.0,7.0,4.0
Lawrence Cranston (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Cranston_(Earth-616),2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0
Lawrence Rambow (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Rambow_(Earth-616),3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0
Lawrence Young (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Young_(Earth-616),5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0
Lawrence Zaxton (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Zaxton_(Earth-616),2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0
Layla Miller (Earth-616),https://marvel.fandom.com/wiki/Layla_Miller_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0
Laynia Petrovna (Earth-616),https://marvel.fandom.com/wiki/Laynia_Petrovna_(Earth-616),3.0,5.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,7.0,2.0
Leash (Earth-616),https://marvel.fandom.com/wiki/Leash_(Earth-616),2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0
Lee Guardineer (Earth-616),https://marvel.fandom.com/wiki/Lee_Guardineer_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0
Lee Portman (Earth-616),https://marvel.fandom.com/wiki/Lee_Portman_(Earth-616),3.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0
Lee Price (Earth-616),https://marvel.fandom.com/wiki/Lee_Price_(Earth-616),2.0,1.0,4.0,2.0,7.0,2.0,6.0,1.0,4.0,2.0,7.0,4.0
Leeann Foreman (Earth-616),https://marvel.fandom.com/wiki/Leeann_Foreman_(Earth-616),3.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0
Leech (Earth-616),https://marvel.fandom.com/wiki/Leech_(Earth-616),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Leiko Tanaka (Earth-616),https://marvel.fandom.com/wiki/Leiko_Tanaka_(Earth-616),5.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0
Leiko Wu (Earth-616),https://marvel.fandom.com/wiki/Leiko_Wu_(Earth-616),2.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0
Leila Davis (Earth-616),https://marvel.fandom.com/wiki/Leila_Davis_(Earth-616),2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0
Leir (Earth-616),https://marvel.fandom.com/wiki/Leir_(Earth-616),6.0,5.0,6.0,2.0,3.0,7.0,6.0,5.0,6.0,2.0,3.0,7.0
Leland Owlsley (Earth-616),https://marvel.fandom.com/wiki/Leland_Owlsley_(Earth-616),2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0
Lemar Hoskins (Earth-616),https://marvel.fandom.com/wiki/Lemar_Hoskins_(Earth-616),6.0,1.0,4.0,2.0,2.0,4.0,6.0,1.0,4.0,2.0,2.0,4.0
Leonard Gade (Earth-616),https://marvel.fandom.com/wiki/Leonard_Gade_(Earth-616),2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0
Leonard McKenzie (Earth-616),https://marvel.fandom.com/wiki/Leonard_McKenzie_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Leonard Samson (Earth-616),https://marvel.fandom.com/wiki/Leonard_Samson_(Earth-616),6.0,1.0,4.0,3.0,3.0,7.0,6.0,1.0,4.0,3.0,3.0,7.0
Leonard Tippit (Multiverse),https://marvel.fandom.com/wiki/Leonard_Tippit_(Multiverse),2.0,6.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0
Leopold Stryke (Earth-616),https://marvel.fandom.com/wiki/Leopold_Stryke_(Earth-616),2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0
Leper Queen (Earth-616),https://marvel.fandom.com/wiki/Leper_Queen_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,2.0,2.0
Leslie Anne Shappe (Earth-616),https://marvel.fandom.com/wiki/Leslie_Anne_Shappe_(Earth-616),3.0,1.0,6.0,2.0,2.0,4.0,3.0,1.0,6.0,2.0,2.0,4.0
Lester Verde (Earth-616),https://marvel.fandom.com/wiki/Lester_Verde_(Earth-616),2.0,5.0,2.0,6.0,2.0,3.0,2.0,5.0,2.0,6.0,7.0,3.0
Leyu Yoshida (Earth-616),https://marvel.fandom.com/wiki/Leyu_Yoshida_(Earth-616),2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0
Lila Cheney (Earth-616),https://marvel.fandom.com/wiki/Lila_Cheney_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,7.0,2.0
Lilandra Neramani (Earth-616),https://marvel.fandom.com/wiki/Lilandra_Neramani_(Earth-616),2.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0
Lilith (Earth-616),https://marvel.fandom.com/wiki/Lilith_(Earth-616),6.0,6.0,4.0,3.0,3.0,4.0,6.0,6.0,4.0,3.0,7.0,4.0
Lilith Drake (Earth-616),https://marvel.fandom.com/wiki/Lilith_Drake_(Earth-616),6.0,6.0,3.0,2.0,3.0,4.0,6.0,6.0,3.0,2.0,3.0,4.0
Lillian Crawley (Earth-616),https://marvel.fandom.com/wiki/Lillian_Crawley_(Earth-616),6.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0
Lily Cromwell (Earth-616),https://marvel.fandom.com/wiki/Lily_Cromwell_(Earth-616),4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0
Lily Hollister (Earth-616),https://marvel.fandom.com/wiki/Lily_Hollister_(Earth-616),5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0
Lincoln Brickford (Earth-616),https://marvel.fandom.com/wiki/Lincoln_Brickford_(Earth-616),7.0,1.0,2.0,2.0,2.0,7.0,7.0,5.0,2.0,2.0,2.0,7.0
Linda Carter (Earth-616),https://marvel.fandom.com/wiki/Linda_Carter_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Linda Littletrees (Earth-616),https://marvel.fandom.com/wiki/Linda_Littletrees_(Earth-616),3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0
Linda McQuillan (Earth-238),https://marvel.fandom.com/wiki/Linda_McQuillan_(Earth-238),6.0,1.0,4.0,2.0,4.0,6.0,6.0,1.0,4.0,2.0,4.0,6.0
Lionel Jeffries (Earth-616),https://marvel.fandom.com/wiki/Lionel_Jeffries_(Earth-616),6.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,4.0
Liso Trago (Earth-616),https://marvel.fandom.com/wiki/Liso_Trago_(Earth-616),2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0
Litterbug (Earth-616),https://marvel.fandom.com/wiki/Litterbug_(Earth-616),5.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0
Living Brain (Earth-616),https://marvel.fandom.com/wiki/Living_Brain_(Earth-616),6.0,1.0,4.0,1.0,4.0,5.0,6.0,1.0,4.0,6.0,4.0,5.0
Living Tribunal (Multiverse),https://marvel.fandom.com/wiki/Living_Tribunal_(Multiverse),7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0
Llan (Earth-616),https://marvel.fandom.com/wiki/Llan_(Earth-616),6.0,7.0,1.0,7.0,3.0,7.0,6.0,7.0,1.0,7.0,7.0,7.0
Lloyd Bloch (Earth-616),https://marvel.fandom.com/wiki/Lloyd_Bloch_(Earth-616),6.0,4.0,3.0,2.0,3.0,7.0,6.0,4.0,3.0,2.0,3.0,7.0
Llyra Morris (Earth-616),https://marvel.fandom.com/wiki/Llyra_Morris_(Earth-616),6.0,4.0,3.0,2.0,2.0,4.0,6.0,4.0,3.0,2.0,2.0,4.0
Lockheed (Earth-616),https://marvel.fandom.com/wiki/Lockheed_(Earth-616),2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0
Lockjaw (Earth-616),https://marvel.fandom.com/wiki/Lockjaw_(Earth-616),3.0,3.0,4.0,2.0,2.0,6.0,3.0,3.0,4.0,2.0,7.0,6.0
Lois London (Earth-616),https://marvel.fandom.com/wiki/Lois_London_(Earth-616),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Loki Laufeyson (Ikol) (Earth-616),https://marvel.fandom.com/wiki/Loki_Laufeyson_(Ikol)_(Earth-616),6.0,1.0,3.0,5.0,3.0,4.0,6.0,6.0,3.0,5.0,7.0,5.0
Loki Laufeyson (Kid Loki) (Earth-616),https://marvel.fandom.com/wiki/Loki_Laufeyson_(Kid_Loki)_(Earth-616),6.0,1.0,3.0,5.0,3.0,4.0,6.0,1.0,3.0,5.0,7.0,4.0
Loki Odinson (Earth-1610),https://marvel.fandom.com/wiki/Loki_Odinson_(Earth-1610),6.0,7.0,2.0,5.0,2.0,5.0,6.0,7.0,2.0,5.0,7.0,5.0
Longshot (Mojoverse),https://marvel.fandom.com/wiki/Longshot_(Mojoverse),2.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0
Lord Chaos (Earth-616),https://marvel.fandom.com/wiki/Lord_Chaos_(Earth-616),7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0
Lord Moses (Earth-616),https://marvel.fandom.com/wiki/Lord_Moses_(Earth-616),3.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,7.0,3.0
Lord Ruthven (Earth-616),https://marvel.fandom.com/wiki/Lord_Ruthven_(Earth-616),4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0
Lord of Death (Earth-616),https://marvel.fandom.com/wiki/Lord_of_Death_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Lorelei (Earth-616),https://marvel.fandom.com/wiki/Lorelei_(Earth-616),6.0,6.0,2.0,4.0,2.0,4.0,7.0,6.0,5.0,4.0,7.0,7.0
Lorina Dodson (Earth-616),https://marvel.fandom.com/wiki/Lorina_Dodson_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Lorna Dane (Earth-616),https://marvel.fandom.com/wiki/Lorna_Dane_(Earth-616),2.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0
Louis Dexter (Earth-616),https://marvel.fandom.com/wiki/Louis_Dexter_(Earth-616),2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,7.0,7.0
"Louis Sadler, Jr. (Earth-616)","https://marvel.fandom.com/wiki/Louis_Sadler,_Jr._(Earth-616)",2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Louise Grant (Earth-616),https://marvel.fandom.com/wiki/Louise_Grant_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Lucas Bishop (Earth-1191),https://marvel.fandom.com/wiki/Lucas_Bishop_(Earth-1191),3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,7.0,3.0
Lucas Bishop (Earth-2107),https://marvel.fandom.com/wiki/Lucas_Bishop_(Earth-2107),6.0,4.0,4.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0
Lucas Brand (Earth-616),https://marvel.fandom.com/wiki/Lucas_Brand_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0
Lucas Cross (Earth-616),https://marvel.fandom.com/wiki/Lucas_Cross_(Earth-616),4.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0
Lucas Jackson (Earth-616),https://marvel.fandom.com/wiki/Lucas_Jackson_(Earth-616),2.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0
Luchino Nefaria (Earth-616),https://marvel.fandom.com/wiki/Luchino_Nefaria_(Earth-616),6.0,6.0,3.0,3.0,5.0,7.0,6.0,6.0,3.0,3.0,5.0,7.0
Lucia Callasantos (Earth-616),https://marvel.fandom.com/wiki/Lucia_Callasantos_(Earth-616),3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0
Lucian (Deviant) (Earth-616),https://marvel.fandom.com/wiki/Lucian_(Deviant)_(Earth-616),3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0
Lucifer (Earth-616),https://marvel.fandom.com/wiki/Lucifer_(Earth-616),7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0
Lucy Crumm (Earth-616),https://marvel.fandom.com/wiki/Lucy_Crumm_(Earth-616),2.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0
Lucy Westenra (Earth-616),https://marvel.fandom.com/wiki/Lucy_Westenra_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0
Luis Alvarez (Earth-616),https://marvel.fandom.com/wiki/Luis_Alvarez_(Earth-616),2.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0
Luke Cage (Earth-616),https://marvel.fandom.com/wiki/Luke_Cage_(Earth-616),5.0,1.0,4.0,3.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,4.0
Luke Carlyle (Earth-616),https://marvel.fandom.com/wiki/Luke_Carlyle_(Earth-616),2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
Lumina (Earth-616),https://marvel.fandom.com/wiki/Lumina_(Earth-616),3.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0
Luna Maximoff (Earth-616),https://marvel.fandom.com/wiki/Luna_Maximoff_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Lunatik (Mercenary) (Earth-616),https://marvel.fandom.com/wiki/Lunatik_(Mercenary)_(Earth-616),4.0,1.0,5.0,2.0,2.0,5.0,7.0,1.0,5.0,2.0,2.0,7.0
Lunatik (Tyrk Fragment) (Earth-616),https://marvel.fandom.com/wiki/Lunatik_(Tyrk_Fragment)_(Earth-616),3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0
Lunella Lafayette (Earth-616),https://marvel.fandom.com/wiki/Lunella_Lafayette_(Earth-616),2.0,4.0,2.0,6.0,3.0,1.0,2.0,4.0,2.0,6.0,3.0,1.0
Lupa (Savage Land Mutate) (Earth-616),https://marvel.fandom.com/wiki/Lupa_(Savage_Land_Mutate)_(Earth-616),3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
Lupo (Earth-616),https://marvel.fandom.com/wiki/Lupo_(Earth-616),3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0
Lurking Unknown (Earth-616),https://marvel.fandom.com/wiki/Lurking_Unknown_(Earth-616),7.0,3.0,4.0,2.0,7.0,7.0,7.0,3.0,4.0,2.0,7.0,7.0
Luther Manning (Earth-7484),https://marvel.fandom.com/wiki/Luther_Manning_(Earth-7484),5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,6.0,6.0,3.0,4.0
Luther Robinson (Earth-616),https://marvel.fandom.com/wiki/Luther_Robinson_(Earth-616),3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0
Lyja (Earth-616),https://marvel.fandom.com/wiki/Lyja_(Earth-616),2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0
Lyle Dekker (Earth-616),https://marvel.fandom.com/wiki/Lyle_Dekker_(Earth-616),2.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,6.0,5.0,3.0,4.0
Lynn Michaels (Earth-616),https://marvel.fandom.com/wiki/Lynn_Michaels_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Lynne Harris (Earth-616),https://marvel.fandom.com/wiki/Lynne_Harris_(Earth-616),3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0
Lynx (Earth-616),https://marvel.fandom.com/wiki/Lynx_(Earth-616),2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0
Lyra (Earth-8009),https://marvel.fandom.com/wiki/Lyra_(Earth-8009),6.0,1.0,4.0,2.0,2.0,6.0,6.0,1.0,4.0,2.0,2.0,6.0
M'Baku (Earth-616),https://marvel.fandom.com/wiki/M%27Baku_(Earth-616),3.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0
M'Gumbu (Earth-616),https://marvel.fandom.com/wiki/M%27Gumbu_(Earth-616),2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0
M'Nai (Earth-616),https://marvel.fandom.com/wiki/M%27Nai_(Earth-616),6.0,1.0,6.0,2.0,5.0,5.0,6.0,1.0,6.0,2.0,5.0,5.0
M-11 (Earth-616),https://marvel.fandom.com/wiki/M-11_(Earth-616),5.0,6.0,3.0,4.0,3.0,4.0,5.0,6.0,3.0,4.0,3.0,4.0
M-Nell (Earth-616),https://marvel.fandom.com/wiki/M-Nell_(Earth-616),5.0,1.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0
MK-9 (Earth-71778),https://marvel.fandom.com/wiki/MK-9_(Earth-71778),3.0,6.0,2.0,6.0,3.0,4.0,3.0,6.0,2.0,6.0,3.0,4.0
MacDonald Gargan (Earth-616),https://marvel.fandom.com/wiki/MacDonald_Gargan_(Earth-616),5.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0
